73.51,76.05,70.97,72.37,47.08,81.74
70.81,75.28,66.34,69.1,41.78,78.76
70.7,78.15,63.25,68.01,41.86,78.57
72.63,76.93,68.32,70.83,45.42,80.81
72.21,73.81,70.61,71.52,44.44,80.73
71.97,76.04,67.9,70.37,44.12,80.12
1.21,1.64,3.2,1.78,2.3,1.39
