82.84,81.68,84.0,83.62,65.69,91.08
80.19,78.7,81.68,81.11,60.4,89.13
82.17,79.36,84.99,84.09,64.45,90.4
82.62,80.13,85.1,84.32,65.31,91.64
83.92,81.99,85.86,85.29,67.9,91.86
82.35,80.37,84.33,83.69,64.75,90.82
1.37,1.43,1.62,1.56,2.74,1.1
